"name","nTracks","danceability","energy","speechiness","acousticness","instrumentalness","liveness","valence",
"Dua Lipa"," 2"," 0.7989999999999999"," 0.622"," 0.08185"," 0.021455000000000002"," 7.8e-06"," 0.1177"," 0.5589999999999999"," "
"Duki"," 1"," 0.854"," 0.556"," 0.14"," 0.345"," 0.0"," 0.165"," 0.342"," "
"Eason Chan"," 1"," 0.295"," 0.269"," 0.0408"," 0.747"," 0.0"," 0.28"," 0.559"," "
"Ed Sheeran"," 18"," 0.6467222222222222"," 0.5587777777777778"," 0.06987222222222222"," 0.40631111111111107"," 2.641111111111111e-05"," 0.1330944444444444"," 0.5309444444444443"," "
"Edis"," 1"," 0.758"," 0.783"," 0.0652"," 0.0256"," 0.0"," 0.104"," 0.61"," "
"Ego"," 8"," 0.654125"," 0.799875"," 0.21484999999999999"," 0.1225375"," 0.0"," 0.33425"," 0.5458750000000001"," "
"El Alfa"," 4"," 0.76875"," 0.938"," 0.114525"," 0.23895"," 0.21896749999999998"," 0.13425"," 0.56225"," "
"El Nene La amenaza"," 2"," 0.774"," 0.5369999999999999"," 0.162"," 0.373"," 0.002155"," 0.13275"," 0.274"," "
"Ellinoora"," 1"," 0.54"," 0.623"," 0.0346"," 0.327"," 0.0859"," 0.208"," 0.476"," "
"Elton John"," 1"," 0.532"," 0.926"," 0.0357"," 0.112"," 9.84e-06"," 0.318"," 0.814"," "
"Eminem"," 9"," 0.6682222222222223"," 0.6844444444444444"," 0.31499999999999995"," 0.3706777777777778"," 0.0"," 0.3780222222222222"," 0.5528888888888889"," "
"Emmsj√© Gauti"," 4"," 0.8185"," 0.62525"," 0.231"," 0.07445"," 2.65e-07"," 0.110375"," 0.46625"," "
"Enrico Nigiotti"," 2"," 0.4075"," 0.6915"," 0.0641"," 0.203"," 2.56e-06"," 0.182"," 0.3105"," "
"Enrique Iglesias"," 1"," 0.684"," 0.823"," 0.0773"," 0.0744"," 0.0"," 0.111"," 0.647"," "
"Equalz"," 2"," 0.7985"," 0.7170000000000001"," 0.17265"," 0.325"," 2.73e-05"," 0.09295"," 0.821"," "
"Eric Chou"," 1"," 0.439"," 0.477"," 0.0307"," 0.643"," 0.0"," 0.114"," 0.535"," "
"Ermal Meta"," 1"," 0.531"," 0.909"," 0.048"," 0.0187"," 0.0"," 0.273"," 0.608"," "
"Ersay √?ner"," 1"," 0.653"," 0.468"," 0.0486"," 0.489"," 0.0"," 0.21"," 0.688"," "
"Evelina"," 3"," 0.637"," 0.7953333333333333"," 0.11896666666666667"," 0.26866666666666666"," 3.1033333333333334e-06"," 0.25566666666666665"," 0.5746666666666668"," "
"Ewert and the Two Dragons"," 1"," 0.648"," 0.727"," 0.0555"," 0.0203"," 0.000978"," 0.11"," 0.714"," "
"Exiled"," 1"," 0.494"," 0.693"," 0.0523"," 0.0129"," 0.000336"," 0.965"," 0.461"," "
"EXO"," 2"," 0.7525"," 0.8514999999999999"," 0.05235"," 0.035"," 3.6599999999999995e-05"," 0.06745000000000001"," 0.7025"," "
"Eyj√≥lfur Kristj√°nsson"," 1"," 0.605"," 0.615"," 0.0351"," 0.371"," 2.34e-06"," 0.121"," 0.439"," "
"Eypio"," 1"," 0.761"," 0.431"," 0.0969"," 0.374"," 0.00309"," 0.112"," 0.327"," "
"Ezhel"," 5"," 0.82"," 0.5562"," 0.3544"," 0.43899999999999995"," 6.18e-05"," 0.18636000000000003"," 0.3948"," "
"F1rstman"," 1"," 0.785"," 0.666"," 0.0468"," 0.309"," 0.0"," 0.338"," 0.76"," "
"Fabio Rovazzi"," 2"," 0.7285"," 0.8180000000000001"," 0.0501"," 0.014114999999999999"," 1.825e-06"," 0.1938"," 0.4745"," "
"Fabri Fibra"," 1"," 0.658"," 0.763"," 0.155"," 0.00722"," 0.0"," 0.118"," 0.444"," "
"Fabrizio Moro"," 1"," 0.529"," 0.484"," 0.0308"," 0.133"," 0.0"," 0.104"," 0.281"," "
"Famke Louise"," 2"," 0.7625"," 0.495"," 0.0804"," 0.3655"," 0.0188"," 0.08285000000000001"," 0.5085000000000001"," "
"Farruko"," 4"," 0.762"," 0.587"," 0.099325"," 0.07577500000000001"," 0.0"," 0.158"," 0.41025"," "
"Fattah Amin"," 1"," 0.531"," 0.593"," 0.0305"," 0.467"," 0.0"," 0.209"," 0.23"," "
"Felipe Pel√°ez"," 1"," 0.797"," 0.777"," 0.0772"," 0.237"," 0.0"," 0.128"," 0.575"," "
"Felix Jaehn"," 1"," 0.755"," 0.719"," 0.0421"," 0.000875"," 1.53e-05"," 0.326"," 0.813"," "
"Fie Laursen"," 2"," 0.7875"," 0.7795"," 0.0785"," 0.33499999999999996"," 0.0"," 0.08940000000000001"," 0.475"," "
"Fiorella Mannoia"," 1"," 0.537"," 0.775"," 0.112"," 0.134"," 0.0"," 0.119"," 0.382"," "
"Floni"," 11"," 0.692090909090909"," 0.5685454545454545"," 0.06697272727272727"," 0.089514"," 0.05860935636363637"," 0.15957272727272728"," 0.37747272727272735"," "
"FM95BL√-"," 1"," 0.495"," 0.542"," 0.0351"," 0.263"," 0.0"," 0.103"," 0.313"," "
"FO&O"," 1"," 0.559"," 0.729"," 0.0315"," 0.0278"," 0.0"," 0.284"," 0.747"," "
"Fouli"," 1"," 0.667"," 0.802"," 0.32"," 0.159"," 0.0"," 0.291"," 0.734"," "
"France Gall"," 1"," 0.677"," 0.856"," 0.0506"," 0.498"," 2.64e-05"," 0.0659"," 0.949"," "
"Francesco Gabbani"," 1"," 0.668"," 0.834"," 0.0758"," 0.0428"," 3.23e-06"," 0.104"," 0.565"," "
"Frank Sinatra"," 1"," 0.603"," 0.321"," 0.0599"," 0.881"," 0.0"," 0.34"," 0.844"," "
"Freddy Kalas"," 1"," 0.726"," 0.589"," 0.0528"," 0.173"," 0.0"," 0.0742"," 0.577"," "
"French Montana"," 2"," 0.726"," 0.769"," 0.123"," 0.0293"," 0.0101"," 0.104"," 0.733"," "
"Frenna"," 4"," 0.7737499999999999"," 0.6827500000000001"," 0.185"," 0.18775"," 1.3075e-06"," 0.1533"," 0.71975"," "
"Fri√∞rik D√≥r"," 1"," 0.564"," 0.494"," 0.0696"," 0.0338"," 0.0"," 0.0802"," 0.301"," "
"Future"," 1"," 0.833"," 0.434"," 0.431"," 0.0102"," 0.0219"," 0.165"," 0.281"," "
"G-Eazy"," 5"," 0.6838"," 0.755"," 0.17492000000000002"," 0.026968000000000002"," 0.0"," 0.16868"," 0.353"," "
"G.a.R."," 1"," 0.756"," 0.698"," 0.382"," 0.0354"," 0.0"," 0.345"," 0.193"," "
"G.E.M."," 1"," 0.539"," 0.668"," 0.0825"," 0.4"," 0.0"," 0.0864"," 0.238"," "
"Gabrielle"," 1"," 0.778"," 0.752"," 0.0449"," 0.143"," 1.21e-05"," 0.0917"," 0.388"," "
"Gasellit"," 1"," 0.8"," 0.709"," 0.142"," 0.284"," 1.37e-05"," 0.15"," 0.586"," "
"Gazapizm"," 1"," 0.632"," 0.843"," 0.1"," 0.397"," 0.0"," 0.132"," 0.339"," "
"Geisha Cartel"," 1"," 0.846"," 0.695"," 0.0681"," 0.392"," 0.000264"," 0.125"," 0.739"," "
"Gemitaiz"," 2"," 0.6924999999999999"," 0.7215"," 0.1497"," 0.11745"," 0.0"," 0.0996"," 0.48"," "
"Gest√∂rt aber GeiL"," 1"," 0.748"," 0.755"," 0.0563"," 0.04"," 0.00244"," 0.0749"," 0.314"," "
"Ghali"," 8"," 0.75775"," 0.7398750000000001"," 0.080075"," 0.2303875"," 0.0012856649999999999"," 0.1294625"," 0.5565"," "
"Gigolo Y La Exce"," 1"," 0.714"," 0.624"," 0.0651"," 0.39"," 0.0"," 0.12"," 0.5"," "
"Gilli"," 5"," 0.7298"," 0.6798"," 0.10164"," 0.18014"," 4.082e-05"," 0.16238"," 0.6355999999999999"," "
"Goldy Boy"," 1"," 0.751"," 0.485"," 0.249"," 0.408"," 0.0"," 0.0863"," 0.534"," "
"Greeicy"," 1"," 0.8"," 0.681"," 0.0912"," 0.14"," 0.0"," 0.0831"," 0.637"," "
"Gucci Mane"," 1"," 0.89"," 0.633"," 0.168"," 0.0232"," 0.000343"," 0.0993"," 0.425"," "
"Gue Pequeno"," 11"," 0.7783636363636363"," 0.5925454545454546"," 0.1299090909090909"," 0.21001818181818183"," 0.00013952727272727273"," 0.21557272727272728"," 0.49663636363636354"," "
"Gulddreng"," 8"," 0.6905000000000001"," 0.607375"," 0.0638125"," 0.20248750000000001"," 0.0"," 0.19024999999999997"," 0.6204999999999999"," "
"Gusttavo Lima"," 1"," 0.708"," 0.82"," 0.0839"," 0.12"," 0.0"," 0.131"," 0.654"," "
"Hadise"," 1"," 0.779"," 0.829"," 0.0501"," 0.00748"," 2.3e-06"," 0.0546"," 0.506"," "
"Hailee Steinfeld"," 2"," 0.6475"," 0.675"," 0.09204999999999999"," 0.20515"," 0.0"," 0.08945"," 0.611"," "
"Haloo Helsinki!"," 3"," 0.5206666666666667"," 0.7573333333333334"," 0.062099999999999995"," 0.023396666666666666"," 0.0006267333333333334"," 0.252"," 0.3523333333333334"," "
"Halsey"," 2"," 0.6665000000000001"," 0.58"," 0.0406"," 0.10350000000000001"," 2.135e-06"," 0.132"," 0.4525"," "
"Hande Yener"," 1"," 0.741"," 0.86"," 0.0348"," 0.012"," 1.89e-06"," 0.38"," 0.761"," "
"Hans Zimmer"," 1"," 0.635"," 0.917"," 0.0379"," 0.00112"," 0.468"," 0.1"," 0.341"," "
"Harry Styles"," 2"," 0.517"," 0.585"," 0.03075"," 0.0267"," 0.0"," 0.109"," 0.2155"," "
"Hearts & Colors"," 1"," 0.595"," 0.662"," 0.0362"," 0.0178"," 0.0"," 0.0804"," 0.417"," "
"Helgi Bj√∂rnsson"," 1"," 0.455"," 0.553"," 0.0267"," 0.0963"," 1.02e-06"," 0.116"," 0.555"," "
"Henri PFR"," 1"," 0.655"," 0.811"," 0.0545"," 0.0744"," 0.0"," 0.137"," 0.313"," "
"Henrique & Diego"," 2"," 0.6495"," 0.921"," 0.0698"," 0.33699999999999997"," 0.0"," 0.955"," 0.7335"," "
"Henrique & Juliano"," 2"," 0.648"," 0.833"," 0.258"," 0.196"," 0.0"," 0.313"," 0.691"," "
"Herra Hnetusmj√∂r"," 6"," 0.8046666666666669"," 0.7175000000000001"," 0.29783333333333334"," 0.07048166666666666"," 5.283333333333333e-06"," 0.1933"," 0.661"," "
"Herrat"," 1"," 0.721"," 0.84"," 0.039"," 0.0331"," 0.0"," 0.244"," 0.387"," "
"Hesa√""ij√§"," 1"," 0.719"," 0.861"," 0.0457"," 0.187"," 0.0"," 0.167"," 0.858"," "
"Hkeem"," 1"," 0.502"," 0.693"," 0.254"," 0.226"," 0.0"," 0.0774"," 0.387"," "
"Hones-T"," 2"," 0.7669999999999999"," 0.7915"," 0.045700000000000005"," 0.040165000000000006"," 1.32e-06"," 0.1144"," 0.41800000000000004"," "
"Hornet La Frappe"," 2"," 0.8345"," 0.6970000000000001"," 0.134"," 0.4195"," 0.0"," 0.19"," 0.3155"," "
"Hov1"," 4"," 0.67075"," 0.722"," 0.22290000000000001"," 0.072725"," 0.0"," 0.14675"," 0.6042500000000001"," "
"Huncho Jack"," 5"," 0.7766"," 0.6868000000000001"," 0.11905999999999999"," 0.015942"," 0.0005819999999999999"," 0.14043999999999998"," 0.34639999999999993"," "
"IAmChino"," 1"," 0.761"," 0.829"," 0.0681"," 0.167"," 0.0"," 0.189"," 0.813"," "
"Ian Erix"," 1"," 0.553"," 0.901"," 0.0565"," 0.000469"," 0.0"," 0.14"," 0.38"," "
"Ida Paul & Kalle Lindroth"," 1"," 0.775"," 0.506"," 0.0729"," 0.196"," 0.0"," 0.103"," 0.822"," "
"Idina Menzel"," 1"," 0.553"," 0.476"," 0.0649"," 0.647"," 0.0"," 0.281"," 0.558"," "
"Iggy Azalea"," 1"," 0.914"," 0.624"," 0.0531"," 0.00348"," 0.00389"," 0.395"," 0.346"," "
"Imagine Dragons"," 6"," 0.65"," 0.754"," 0.06945"," 0.02685833333333333"," 0.060001468333333335"," 0.13883333333333334"," 0.42695"," "
"Ina Wroldsen"," 1"," 0.538"," 0.595"," 0.112"," 0.0874"," 6.48e-06"," 0.161"," 0.334"," "
"Inigo Pascual"," 1"," 0.764"," 0.894"," 0.0327"," 0.227"," 0.0"," 0.0906"," 0.963"," "
"Isaiah"," 1"," 0.433"," 0.745"," 0.0377"," 0.221"," 0.0"," 0.0981"," 0.588"," "
"ItaloBrothers"," 1"," 0.755"," 0.751"," 0.0748"," 0.0635"," 0.0"," 0.0812"," 0.491"," "
"J Balvin"," 7"," 0.719857142857143"," 0.7312857142857142"," 0.15112857142857142"," 0.20775714285714292"," 0.00039308857142857144"," 0.1882857142857143"," 0.6517142857142858"," "
"J HUS"," 1"," 0.579"," 0.579"," 0.394"," 0.387"," 0.0"," 0.17"," 0.842"," "
"J-AX"," 7"," 0.622"," 0.6737142857142856"," 0.10805714285714285"," 0.12105714285714286"," 0.0"," 0.11344285714285715"," 0.49885714285714283"," "
"J√≥iP√©"," 9"," 0.8302222222222223"," 0.5698888888888889"," 0.1923777777777778"," 0.1905111111111111"," 0.003738757777777778"," 0.10906666666666667"," 0.5874444444444445"," "
"Jairzinho"," 1"," 0.861"," 0.881"," 0.168"," 0.137"," 0.00379"," 0.0938"," 0.834"," "
"Jake La Furia"," 1"," 0.678"," 0.81"," 0.0342"," 0.00429"," 0.0"," 0.0597"," 0.57"," "
"James Arthur"," 1"," 0.358"," 0.557"," 0.059"," 0.695"," 0.0"," 0.0902"," 0.494"," "
"James Hype"," 1"," 0.81"," 0.885"," 0.108"," 0.101"," 0.0"," 0.268"," 0.447"," "
"Janne Ord√©n"," 1"," 0.645"," 0.783"," 0.164"," 0.182"," 0.0"," 0.16"," 0.631"," "
"Jari Sillanp√§√§"," 1"," 0.582"," 0.692"," 0.0493"," 0.4"," 0.0"," 0.156"," 0.215"," "
"Jason Chan"," 1"," 0.626"," 0.392"," 0.0297"," 0.718"," 2.72e-06"," 0.141"," 0.252"," "
"Jason Derulo"," 2"," 0.7705"," 0.7629999999999999"," 0.0902"," 0.04915"," 0.0"," 0.1405"," 0.7010000000000001"," "
"Jax Jones"," 3"," 0.8799999999999999"," 0.6653333333333333"," 0.138"," 0.162"," 0.0"," 0.15423333333333333"," 0.6786666666666666"," "
"Jean Sibelius"," 1"," 0.181"," 0.188"," 0.0392"," 0.933"," 0.887"," 0.0989"," 0.041"," "
"Jebroer"," 2"," 0.6715"," 0.8935"," 0.0435"," 0.1238"," 0.0003094"," 0.1131"," 0.4885"," "
"Jenni Vartiainen"," 4"," 0.58375"," 0.6910000000000001"," 0.091075"," 0.233"," 9.25e-07"," 0.15065"," 0.59825"," "
"Jerry Smith"," 1"," 0.855"," 0.506"," 0.345"," 0.00579"," 0.0"," 0.101"," 0.699"," "
"Jesse & Joy"," 1"," 0.702"," 0.84"," 0.0879"," 0.0112"," 0.0"," 0.119"," 0.624"," "
"Jesu Br√∏dre"," 1"," 0.778"," 0.618"," 0.0338"," 0.00662"," 6.69e-05"," 0.121"," 0.2"," "
"Jia Jia"," 1"," 0.552"," 0.543"," 0.0277"," 0.421"," 0.0"," 0.107"," 0.181"," "
"Jimilian"," 2"," 0.7225"," 0.5305"," 0.0875"," 0.22949999999999998"," 0.0"," 0.0653"," 0.5315"," "
"JJ Hannon"," 1"," 0.564"," 0.627"," 0.0257"," 0.119"," 0.0"," 0.0952"," 0.586"," "
"JJ Lin"," 2"," 0.4585"," 0.508"," 0.0319"," 0.47800000000000004"," 0.0"," 0.0922"," 0.178"," "
"JLC"," 1"," 0.672"," 0.885"," 0.042"," 0.178"," 0.0"," 0.267"," 0.783"," "
"Joakim Lundell"," 6"," 0.6376666666666667"," 0.6735000000000001"," 0.11464999999999999"," 0.24960000000000002"," 0.0031020849999999997"," 0.15683333333333332"," 0.4443333333333334"," "
"Joey Christ"," 6"," 0.7886666666666665"," 0.7016666666666667"," 0.19594999999999999"," 0.05508333333333334"," 0.004457833333333334"," 0.18593333333333337"," 0.37666666666666665"," "
"Joey Montana"," 1"," 0.688"," 0.859"," 0.0609"," 0.186"," 0.0"," 0.121"," 0.695"," "
"John Lennon"," 1"," 0.328"," 0.607"," 0.0315"," 0.319"," 0.0"," 0.765"," 0.395"," "
"Johnny Hallyday"," 2"," 0.439"," 0.4405"," 0.05985"," 0.34255"," 0.0"," 0.224"," 0.355"," "
"Joker Xue"," 1"," 0.53"," 0.432"," 0.0472"," 0.399"," 7.81e-06"," 0.113"," 0.186"," "
"Jon Bellion"," 1"," 0.617"," 0.567"," 0.0828"," 0.0584"," 0.0"," 0.0933"," 0.505"," "
"Jon Henrik Fj√§llgren"," 1"," 0.171"," 0.674"," 0.036"," 0.0119"," 0.0"," 0.093"," 0.211"," "
"Jonas Blue"," 3"," 0.7406666666666667"," 0.791"," 0.045533333333333335"," 0.103"," 0.0"," 0.05303333333333334"," 0.5363333333333334"," "
"Jonna Fraser"," 3"," 0.8363333333333335"," 0.7656666666666667"," 0.12466666666666666"," 0.10546666666666667"," 0.0005419"," 0.1956"," 0.644"," "
"Jory Boy"," 1"," 0.748"," 0.69"," 0.0477"," 0.0353"," 0.0"," 0.315"," 0.433"," "
"Jos√© Feliciano"," 1"," 0.485"," 0.857"," 0.0442"," 0.534"," 0.0"," 0.347"," 0.963"," "
"Josylvio"," 1"," 0.726"," 0.691"," 0.275"," 0.626"," 0.0"," 0.0735"," 0.384"," "
"Jovanotti"," 1"," 0.663"," 0.868"," 0.156"," 0.244"," 0.0"," 0.287"," 0.687"," "
"JOWST"," 1"," 0.693"," 0.612"," 0.0941"," 0.117"," 0.0"," 0.0905"," 0.316"," "
"JP Cooper"," 1"," 0.623"," 0.654"," 0.0372"," 0.0545"," 0.0"," 0.0838"," 0.401"," "
"Juan Mag√°n"," 1"," 0.675"," 0.724"," 0.0787"," 0.0166"," 0.0"," 0.697"," 0.506"," "
"Juha Tapio"," 1"," 0.671"," 0.929"," 0.204"," 0.147"," 0.0"," 0.374"," 0.556"," "
"Juice"," 1"," 0.671"," 0.562"," 0.023"," 0.166"," 0.0"," 0.109"," 0.289"," "
"Jul"," 1"," 0.828"," 0.801"," 0.0924"," 0.286"," 9.67e-06"," 0.362"," 0.778"," "
"Julia Michaels"," 1"," 0.683"," 0.427"," 0.0777"," 0.368"," 0.0"," 0.0604"," 0.426"," "
"Julie"," 1"," 0.758"," 0.523"," 0.0339"," 0.0384"," 0.00236"," 0.12"," 0.794"," "
"Just D"," 1"," 0.637"," 0.701"," 0.0395"," 0.0819"," 0.0"," 0.466"," 0.891"," "
"Justin Bieber"," 3"," 0.7176666666666667"," 0.6716666666666667"," 0.040266666666666666"," 0.17320333333333335"," 0.0"," 0.23370000000000002"," 0.7173333333333334"," "
"Justin Timberlake"," 1"," 0.745"," 0.579"," 0.138"," 0.0354"," 0.0118"," 0.246"," 0.645"," "
"JVG"," 12"," 0.7353333333333333"," 0.7160833333333333"," 0.12653333333333336"," 0.1485458333333333"," 5.1648333333333345e-05"," 0.14514166666666667"," 0.545"," "
"Kaaris"," 3"," 0.761"," 0.6983333333333333"," 0.29286666666666666"," 0.4673333333333334"," 4.6e-07"," 0.13653333333333334"," 0.5513333333333333"," "
"Kaija Koo"," 1"," 0.689"," 0.635"," 0.0879"," 0.0126"," 0.0"," 0.296"," 0.811"," "
"Kalash"," 2"," 0.783"," 0.5385"," 0.0829"," 0.23249999999999998"," 0.0"," 0.1055"," 0.305"," "
"Kalben"," 1"," 0.475"," 0.318"," 0.0302"," 0.8"," 0.0"," 0.168"," 0.317"," "
"Kaliffa"," 2"," 0.6205"," 0.6495"," 0.0672"," 0.07225000000000001"," 7.884999999999999e-05"," 0.1"," 0.603"," "
"Kamferdrops"," 1"," 0.604"," 0.892"," 0.161"," 0.425"," 0.00279"," 0.211"," 0.615"," "
"Karol G"," 1"," 0.664"," 0.576"," 0.0349"," 0.0073"," 6.28e-05"," 0.0912"," 0.121"," "
"Karpe Diem"," 2"," 0.6455"," 0.5335000000000001"," 0.22240000000000001"," 0.404"," 0.000601"," 0.1453"," 0.2865"," "
"Katastrofe"," 1"," 0.718"," 0.782"," 0.0298"," 0.606"," 0.0"," 0.0473"," 0.389"," "
"Katja Krasavice"," 1"," 0.813"," 0.698"," 0.0716"," 0.124"," 2.55e-05"," 0.073"," 0.652"," "
"Katri Helena"," 1"," 0.55"," 0.275"," 0.0373"," 0.73"," 0.0"," 0.112"," 0.302"," "
"Katy Perry"," 4"," 0.729"," 0.757"," 0.084125"," 0.055525000000000005"," 2.9025e-05"," 0.1535"," 0.517"," "
"Kay One"," 3"," 0.7766666666666667"," 0.7173333333333334"," 0.1566666666666667"," 0.10406666666666665"," 0.0"," 0.076"," 0.7113333333333333"," "
"Keala Settle"," 1"," 0.284"," 0.704"," 0.186"," 0.00583"," 0.000115"," 0.0424"," 0.1"," "
"KeBlack"," 1"," 0.772"," 0.783"," 0.0353"," 0.336"," 0.0"," 0.163"," 0.71"," "
"Kendrick Lamar"," 12"," 0.6774999999999999"," 0.5756666666666667"," 0.2668166666666667"," 0.17502683333333335"," 0.008283559166666666"," 0.19285833333333335"," 0.48925"," "
"KESI"," 6"," 0.7403333333333334"," 0.6781666666666667"," 0.09400000000000001"," 0.14876666666666666"," 6.57e-06"," 0.12735"," 0.5996666666666667"," "
"Khalid"," 2"," 0.767"," 0.494"," 0.23354999999999998"," 0.2645"," 8.93e-05"," 0.1274"," 0.36"," "
"Kodak Black"," 2"," 0.6165"," 0.5465"," 0.258"," 0.061399999999999996"," 8.170000000000001e-05"," 0.123"," 0.40249999999999997"," "
"Kokab"," 1"," 0.648"," 0.832"," 0.0795"," 8.76e-05"," 5.18e-05"," 0.645"," 0.392"," "
